name,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_rush_yd,proj_rec_yd,proj_pass_td,proj_rush_td,proj_rec_td,proj_int,proj_fum,team,games_played,fantasy_points
Deebo Samuel,0.0,39.51,111.25,0.0,193.18,786.72,0.0,2.61,5.43,0.0,0.21,WAS,18,145.81000000000003
Demario Douglas,0.0,8.09,99.66,0.0,33.28,538.3,0.0,0.0,10.07,0.0,0.13,NWE,18,117.318
Derius Davis,0.0,16.6,29.15,0.0,9.08,229.45000000000002,0.0,0.0,6.21,0.0,0.13,LAC,18,60.853
Derrick Henry,0.0,380.01,23.82,0.0,2332.45,273.37,0.0,15.12,0.0,0.0,0.18,BAL,18,350.942
Devaughn Vele,0.0,0.0,57.14,0.0,0.0,469.82,0.0,0.0,4.16,0.0,0.0,NOR,18,71.94200000000001
Devin Culp,0.0,0.0,75.31,0.0,0.0,970.5,0.0,0.0,0.0,0.0,0.0,TAM,18,97.05000000000001
Devin Duvernay,0.0,2.86,40.11,0.0,-21.03,230.54,0.0,0.0,0.0,0.0,0.21000000000000002,CHI,18,20.531
Devin Neal,0.0,33.62,0.0,0.0,149.3,0.0,0.0,0.0,0.0,0.0,0.0,NOR,17,14.930000000000001
Devin Singletary,0.0,76.08,14.97,0.0,262.58,76.42,0.0,3.52,0.0,0.0,0.0,NYG,18,55.019999999999996
Devontez Walker,0.0,0.0,29.25,0.0,0.0,178.71,0.0,0.0,7.91,0.0,0.0,BAL,18,65.331
Dont'e Thornton,0.0,0.0,62.82,0.0,0.0,719.95,0.0,0.0,0.0,0.0,0.0,LVR,17,71.995
Dontayvion Wicks,0.0,0.0,61.03,0.0,0.0,428.18,0.0,0.0,2.7600000000000002,0.0,0.0,GNB,18,59.37800000000001
Drake London,0.0,1.87,191.28,0.0,-5.74,1261.22,0.0,0.0,1.8900000000000001,0.0,0.0,ATL,18,136.888
Drake Maye,614.3,89.33,3.53,4126.67,501.5,6.99,25.1,3.0900000000000003,0.0,14.29,1.5299999999999998,NWE,18,303.21580000000006
Drew Lock,550.86,58.69,0.0,3752.67,387.6,0.0,31.27,8.55,0.0,20.73,0.6,SEA,18,322.58680000000004
Drew Sample,0.0,1.07,25.06,0.0,-4.37,130.8,0.0,0.0,0.47,0.0,0.0,CIN,18,15.463000000000003
Durham Smythe,0.0,0.0,20.87,0.0,0.0,90.79,0.0,0.0,0.0,0.0,0.0,CHI,18,9.079
Dyami Brown,0.0,11.77,67.1,0.0,55.71,644.66,0.0,0.0,0.0,0.0,0.16,JAX,18,69.717
Dylan Sampson,0.0,218.19,132.97,0.0,514.68,1078.31,0.0,0.0,0.0,0.0,0.0,CLE,17,159.299
Elic Ayomanor,0.0,0.0,125.91,0.0,0.0,231.55,0.0,0.0,0.0,0.0,0.0,TEN,17,23.155
Elijah Arroyo,0.0,0.0,17.03,0.0,0.0,117.73,0.0,0.0,0.0,0.0,0.0,SEA,17,11.773000000000001
Elijah Higgins,0.0,0.0,30.77,0.0,0.0,170.78,0.0,0.0,0.0,0.0,0.0,ARI,18,17.078
Elijah Moore,0.0,4.96,96.61,0.0,28.46,420.87,0.0,0.0,0.97,0.0,0.0,BUF,18,50.75300000000001
Emanuel Wilson,0.0,78.47999999999999,2.73,0.0,414.85,10.02,0.0,6.9,0.0,0.0,0.0,GNB,18,83.88700000000001
Emari Demercado,0.0,26.7,32.86,0.0,202.93,116.39,0.0,1.03,0.0,0.0,0.0,ARI,18,38.112
Emeka Egbuka,0.0,16.37,106.53999999999999,0.0,139.41,1177.37,0.0,0.0,31.7,0.0,0.0,TAM,17,321.878
Eric Gray,0.0,5.44,22.66,0.0,-5.36,61.96,0.0,0.0,0.0,0.0,0.0,NYG,18,5.66
Eric Saubert,0.0,0.0,18.04,0.0,0.0,51.9,0.0,0.0,7.87,0.0,0.0,SEA,18,52.41
Erick All,0.0,0.0,36.87,0.0,0.0,447.2,0.0,0.0,0.0,0.0,0.0,CIN,18,44.72
Evan Engram,0.0,0.0,110.24,0.0,0.0,533.91,0.0,0.0,0.0,0.0,0.0,DEN,18,53.391
Feleipe Franks,0.0,0.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,18,0.0
Foster Moreau,0.0,0.0,66.16,0.0,0.0,634.69,0.0,0.0,8.28,0.0,0.0,NOR,18,113.149
Gardner Minshew II,695.25,34.56,0.0,4203.83,93.94,0.0,19.93,0.0,0.0,14.46,0.76,KAN,18,226.82719999999998
Garrett Wilson,0.0,0.0,151.55,0.0,0.0,1246.6000000000001,0.0,0.0,11.22,0.0,0.18000000000000002,NYJ,18,191.62
Geno Smith,508.37,40.9,0.0,4162.76,192.24,0.0,15.59,1.52,0.0,20.65,0.98,LVR,18,213.9544
George Holani,0.0,29.53,8.29,0.0,103.22,-8.24,0.0,0.0,0.0,0.0,0.0,SEA,18,9.498000000000001
George Kittle,0.0,0.0,101.81,0.0,0.0,1275.66,0.0,0.0,5.13,0.0,0.0,SFO,18,158.346
George Pickens,0.0,1.12,115.33,0.0,4.58,1004.22,0.0,0.0,3.27,0.0,0.0,DAL,18,120.50000000000001
Grant Calcaterra,0.0,0.0,32.89,0.0,0.0,358.48,0.0,0.0,3.4,0.0,0.0,PHI,18,56.248000000000005
Greg Dortch,0.0,6.39,31.12,0.0,43.3,247.26,0.0,0.0,0.0,0.0,0.15,ARI,18,28.755999999999997
Gunnar Helm,0.0,0.0,35.96,0.0,0.0,284.6,0.0,0.0,0.0,0.0,0.0,TEN,17,28.460000000000004
Harold Fannin,0.0,18.19,149.55,0.0,53.16,1061.45,0.0,0.0,0.0,0.0,0.0,CLE,17,111.46100000000001
Hassan Haskins,0.0,53.65,13.8,0.0,176.24,222.07,0.0,1.06,4.29,0.0,0.15,LAC,18,71.63100000000001
Hunter Henry,0.0,0.0,118.4,0.0,0.0,742.25,0.0,0.0,3.63,0.0,0.0,NWE,18,96.00500000000001
Hunter Long,0.0,0.0,21.76,0.0,0.0,113.09,0.0,0.0,5.8500000000000005,0.0,0.0,JAX,18,46.409000000000006
Hunter Luepke,0.0,8.26,19.86,0.0,13.09,44.1,0.0,0.0,0.0,0.0,0.0,DAL,18,5.719
Hunter Renfrow,0.0,0.0,108.42,0.0,0.0,203.54,0.0,0.0,0.0,0.0,0.0,CAR,17,20.354
Ian Thomas,0.0,0.0,16.72,0.0,0.0,50.87,0.0,0.0,0.0,0.0,0.0,LVR,18,5.087
Isaac Guerendo,0.0,206.68,46.3,0.0,919.33,564.14,0.0,14.76,0.0,0.0,0.0,SFO,18,236.907
Isaac TeSlaa,0.0,0.0,17.5,0.0,0.0,214.84,0.0,0.0,15.43,0.0,0.0,DET,17,114.064
Isaiah Bond,0.0,0.0,16.62,0.0,0.0,84.23,0.0,0.0,0.0,0.0,0.0,CLE,17,8.423
Isaiah Davis,0.0,65.76,27.71,0.0,400.49,161.96,0.0,2.81,2.07,0.0,0.0,NYJ,18,85.525
Isaiah Likely,0.0,0.0,58.519999999999996,0.0,0.0,499.46,0.0,0.0,11.81,0.0,0.08,BAL,18,120.646
Isiah Pacheco,0.0,158.98,32.01,0.0,570.29,74.55,0.0,0.0,0.0,0.0,0.0,KAN,18,64.484
J.K. Dobbins,0.0,273.75,36.35,0.0,1177.72,138.35999999999999,0.0,16.74,0.0,0.0,0.0,DEN,18,232.048
Ja'Lynn Polk,0.0,0.0,21.41,0.0,0.0,21.28,0.0,0.0,1.34,0.0,0.0,NWE,18,10.168000000000001
Ja'Marr Chase,0.0,4.82,205.07999999999998,0.0,47.96,1808.56,0.0,0.0,12.82,0.0,0.0,CIN,18,262.572
Ja'Tavion Sanders,0.0,0.0,35.34,0.0,0.0,304.53,0.0,0.0,1.1800000000000002,0.0,0.0,CAR,18,37.533
Jack Bech,0.0,0.0,15.690000000000001,0.0,0.0,367.98,0.0,0.0,0.0,0.0,0.0,LVR,17,36.798
Jackson Hawes,0.0,0.0,16.91,0.0,0.0,475.31,0.0,0.0,0.0,0.0,0.0,BUF,17,47.531000000000006
Jacob Cowing,0.0,0.0,16.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,18,0.0
Jacoby Brissett,32.95,0.0,0.0,-33.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,18,-1.3284
Jacory Croskey-Merritt,0.0,153.24,17.7,0.0,1240.8,0.0,0.0,13.52,0.0,0.0,0.0,WAS,17,205.2
Jahan Dotson,0.0,0.0,30.62,0.0,0.0,355.12,0.0,0.0,0.0,0.0,0.0,PHI,18,35.512
Jahmyr Gibbs,0.0,244.8,100.65,0.0,1204.1,706.3,0.0,12.72,3.63,0.0,0.0,DET,18,289.14
Jake Bobo,0.0,0.0,18.04,0.0,0.0,121.37,0.0,0.0,0.0,0.0,0.0,SEA,18,12.137
Jake Browning,0.0,17.61,0.0,0.0,-17.490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,CIN,18,-1.7490000000000003
Jake Ferguson,0.0,0.0,102.66,0.0,0.0,493.94,0.0,0.0,0.0,0.0,0.18000000000000002,DAL,18,49.034000000000006
Jake Haener,80.63,21.41,0.0,399.17,40.9,0.0,0.0,0.0,0.0,8.13,0.0,NOR,18,3.796800000000001
Jake Tonges,0.0,0.0,46.91,0.0,0.0,233.1,0.0,0.0,16.22,0.0,0.0,SFO,17,120.63
Jakobi Meyers,0.0,1.22,153.97,0.0,25.4,1218.4,0.0,0.0,3.15,0.0,0.0,LVR,18,143.28000000000003
Jaleel McLaughlin,0.0,153.15,31.66,0.0,875.23,91.76,0.0,0.0,0.0,0.0,0.0,DEN,18,96.69900000000001
Jalen Coker,0.0,0.0,84.06,0.0,0.0,913.73,0.0,0.0,5.55,0.0,0.0,CAR,18,124.673
Jalen Hurts,361.37,161.64,0.0,2668.82,710.04,0.0,13.98,13.11,0.0,0.0,0.43000000000000005,PHI,18,311.4768
Jalen McMillan,0.0,3.99,100.32,0.0,33.67,938.55,0.0,0.0,19.97,0.0,0.0,TAM,18,217.042
Jalen Milroe,0.0,17.22,0.0,0.0,18.17,0.0,0.0,0.0,0.0,0.0,0.0,SEA,17,1.8170000000000002
Jalen Nailor,0.0,0.6900000000000001,48.5,0.0,-4.69,436.87,0.0,0.0,5.5,0.0,0.0,MIN,18,76.218
Jalen Tolbert,0.0,0.0,58.5,0.0,0.0,310.85,0.0,0.0,8.709999999999999,0.0,0.0,DAL,18,83.345
Jalin Hyatt,0.0,0.0,37.28,0.0,0.0,153.73,0.0,0.0,0.0,0.0,0.0,NYG,18,15.373
Jamari Thrash,0.0,0.0,19.81,0.0,0.0,62.14,0.0,0.0,0.0,0.0,0.0,CLE,18,6.214
Jameis Winston,656.35,45.949999999999996,0.0,4600.36,179.7,0.0,25.13,2.13,0.0,36.99,0.8400000000000001,NYG,18,239.62439999999992
James Conner,0.0,206.79,66.87,0.0,1024.8,409.15,0.0,10.120000000000001,5.59,0.0,0.18,ARI,18,237.295
James Cook,0.0,226.14000000000001,44.34,0.0,1247.3700000000001,385.66,0.0,16.57,2.7600000000000002,0.0,0.18000000000000002,BUF,18,278.923
Jameson Williams,0.0,16.53,120.03,0.0,57.63,1203.29,0.0,2.96,8.57,0.0,0.0,DET,18,195.272
Jared Goff,698.8,34.9,0.0,5382.28,50.629999999999995,0.0,43.660000000000004,0.0,0.0,6.69,0.22999999999999998,DET,18,381.1542
Jason Brownlee,0.0,0.0,16.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KAN,17,0.0
Jauan Jennings,0.0,0.0,125.97,0.0,0.0,871.28,0.0,0.0,5.1899999999999995,0.0,0.13,SFO,18,118.008
Javonte Williams,0.0,113.58,75.0,0.0,380.66,215.64000000000001,0.0,10.33,0.0,0.0,0.0,DAL,18,121.61000000000001
Jaxon Smith-Njigba,0.0,7.75,165.42000000000002,0.0,41.84,1527.82,0.0,0.0,7.87,0.0,0.56,SEA,18,203.066
Jayden Daniels,631.5600000000001,169.48,0.0,4517.18,1139.09,0.0,42.81,2.98,0.0,13.27,0.15,WAS,18,456.8762
Jayden Higgins,0.0,0.0,45.74,0.0,0.0,478.75,0.0,0.0,0.0,0.0,0.0,HOU,17,47.875
Jayden Reed,0.0,12.43,65.27,0.0,117.52,524.73,0.0,0.0,7.26,0.0,0.15,GNB,18,107.48500000000001
Jaylen Waddle,0.0,0.97,102.65,0.0,-1.03,925.73,0.0,0.0,2.16,0.0,0.0,MIA,18,105.43
Jaylen Warren,0.0,162.35,71.55,0.0,713.59,562.49,0.0,1.39,3.36,0.0,0.11,PIT,18,155.888
Jaylen Wright,0.0,62.99,19.69,0.0,179.85,32.58,0.0,0.0,0.0,0.0,0.19,MIA,18,20.863
Jaylin Lane,0.0,0.0,35.41,0.0,0.0,202.24,0.0,0.0,0.0,0.0,0.0,WAS,17,20.224000000000004
Jaylin Noel,0.0,0.0,30.490000000000002,0.0,0.0,104.68,0.0,0.0,0.0,0.0,0.0,HOU,17,10.468000000000002
Jeremy McNichols,0.0,48.43,29.93,0.0,207.63,67.5,0.0,0.43,0.0,0.0,0.0,WAS,18,30.093000000000004
Jeremy Ruckert,0.0,0.0,37.16,0.0,0.0,177.49,0.0,0.0,0.0,0.0,0.0,NYJ,18,17.749000000000002
Jermaine Burton,0.0,0.0,81.14,0.0,0.0,171.44,0.0,0.0,0.0,0.0,0.0,CIN,18,17.144000000000002
Jerome Ford,0.0,140.56,37.5,0.0,734.27,258.3,0.0,6.08,0.0,0.0,0.0,CLE,18,135.73700000000002
Jerry Jeudy,0.0,0.0,177.91,0.0,0.0,1621.04,0.0,0.0,5.31,0.0,0.0,CLE,18,193.964
Joe Burrow,699.85,36.99,0.0,5412.139999999999,189.78,0.0,44.04,3.01,0.0,5.970000000000001,0.91,CIN,18,415.9236
Joe Flacco,708.33,26.5,0.0,5323.02,55.16,0.0,28.53,0.0,0.0,33.52,0.81,CLE,18,263.8968
John Bates,0.0,0.0,22.46,0.0,0.0,170.32,0.0,0.0,0.0,0.0,0.1,WAS,18,16.832
John FitzPatrick,0.0,0.0,15.76,0.0,0.0,31.759999999999998,0.0,0.0,0.0,0.0,0.0,GNB,18,3.176
John Metchie,0.0,0.0,82.43,0.0,0.0,517.64,0.0,0.0,0.8300000000000001,0.0,0.29,PHI,18,56.164
Johnny Mundt,0.0,0.0,19.77,0.0,0.0,112.63,0.0,0.0,2.3,0.0,0.0,JAX,18,25.063
Johnny Wilson,0.0,0.0,17.67,0.0,0.0,9.54,0.0,0.0,1.87,0.0,0.0,PHI,18,12.174000000000001
Jonathan Taylor,0.0,421.24,36.64,0.0,2068.03,156.18,0.0,15.19,1.8800000000000001,0.0,0.28,IND,18,324.281
Jonathon Brooks,0.0,53.83,19.07,0.0,119.52,149.23,0.0,0.0,0.0,0.0,0.0,CAR,18,26.875
Jonnu Smith,0.0,1.26,127.31,0.0,0.0,982.5,0.0,0.0,13.93,0.0,0.06,PIT,18,181.70999999999998
Jordan Love,401.0,31.8,0.0,3278.71,119.37,0.0,26.84,1.07,0.0,0.0,0.06,GNB,18,256.7454
Jordan Mason,0.0,158.47,13.65,0.0,769.68,63.65,0.0,0.0,0.0,0.0,0.31,MIN,18,82.713
Jordan Whittington,0.0,9.02,8.78,0.0,46.49,53.05,0.0,0.0,0.0,0.0,0.0,LAR,18,9.954
Josh Allen,596.58,155.83,0.0,4636.32,749.17,0.0,31.03,20.32,0.0,6.29,0.0,BUF,18,493.82980000000003
Josh Downs,0.0,0.0,90.1,0.0,0.0,621.51,0.0,0.0,4.47,0.0,0.0,IND,18,88.971
Josh Jacobs,0.0,331.31,33.56,0.0,1355.87,361.41,0.0,25.71,0.0,0.0,0.28,GNB,18,325.428
Josh Johnson,19.88,9.72,0.0,165.06,-4.64,0.0,0.0,0.0,0.0,0.0,0.0,WAS,18,6.138400000000001
Josh Oliver,0.0,0.0,35.26,0.0,0.0,284.24,0.0,0.0,0.74,0.0,0.0,MIN,18,32.864000000000004
Josh Palmer,0.0,0.0,104.35,0.0,0.0,706.66,0.0,0.0,0.04,0.0,0.0,BUF,18,70.90599999999999
Josh Reynolds,0.0,0.0,32.69,0.0,0.0,124.86,0.0,0.0,0.0,0.0,0.0,NYJ,18,12.486
Joshua Dobbs,75.09,18.21,0.0,650.64,125.56,0.0,0.0,21.0,0.0,0.0,0.0,NWE,18,164.5816
JuJu Smith-Schuster,0.0,0.0,42.03,0.0,0.0,351.45,0.0,0.0,2.44,0.0,0.0,KAN,18,49.785000000000004
Julian Hill,0.0,0.0,27.19,0.0,0.0,200.83,0.0,0.0,0.0,0.0,0.0,MIA,18,20.083000000000002
Julius Chestnut,0.0,42.75,10.72,0.0,158.63,6.61,0.0,0.0,0.0,0.0,0.0,TEN,18,16.524
Justice Hill,0.0,44.93,60.760000000000005,0.0,216.84,338.69,0.0,1.87,2.97,0.0,0.18,BAL,18,84.23299999999999
Justin Fields,136.42000000000002,89.56,0.0,1302.71,449.99,0.0,5.69,12.09,0.0,0.0,0.0,NYJ,18,192.4074
Justin Herbert,549.41,86.57,0.0,4254.27,372.87,0.0,31.62,1.74,0.0,6.76,0.15,LAC,18,330.55780000000004
Justin Jefferson,0.38,2.85,178.39,8.2,11.17,1546.77,0.0,0.0,15.86,0.0,0.0,MIN,18,251.282
Justin Watson,0.0,0.0,30.05,0.0,0.0,336.33,0.0,0.0,5.08,0.0,0.0,HOU,18,64.113
Juwan Johnson,0.0,0.0,114.08,0.0,0.0,836.38,0.0,0.0,3.65,0.0,0.49,NOR,18,104.558
KaVontae Turpin,0.0,31.22,46.32,0.0,214.05,375.69,0.0,0.0,0.9,0.0,0.06,DAL,18,64.254
Kaleb Johnson,0.0,16.51,0.0,0.0,-32.4,0.0,0.0,0.0,0.0,0.0,1.06,PIT,17,-5.36
Kalif Raymond,0.0,1.1500000000000001,41.1,0.0,-14.1,253.70000000000002,0.0,0.0,0.0,0.0,0.0,DET,18,23.960000000000004
Kameron Johnson,0.0,17.32,0.0,0.0,179.24,0.0,0.0,0.0,0.0,0.0,0.0,TAM,18,17.924000000000003
Kareem Hunt,0.0,180.84,42.17,0.0,636.53,199.45,0.0,6.26,0.0,0.0,0.0,KAN,18,121.158
Kayshon Boutte,0.0,0.0,113.53,0.0,0.0,977.5699999999999,0.0,0.0,3.46,0.0,0.0,NWE,18,118.517
KeAndre Lambert-Smith,0.0,0.0,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,17,0.0
Keaton Mitchell,0.0,204.95,18.75,0.0,371.82,544.9200000000001,0.0,0.0,0.0,0.0,0.0,BAL,18,91.674
Keenan Allen,0.0,0.0,168.56,0.0,0.0,1162.69,0.0,0.0,11.32,0.0,0.09,LAC,18,184.00900000000001
Kendre Miller,0.0,119.38,17.81,0.0,398.40000000000003,128.52,0.0,2.4,0.0,0.0,0.0,NOR,18,67.09200000000001
Kenneth Gainwell,0.0,86.12,34.49,0.0,297.09,187.01,0.0,1.5,0.0,0.0,0.18,PIT,18,57.05
Kenneth Walker III,0.0,239.38,96.04,0.0,824.42,387.78,0.0,2.47,0.0,0.0,0.22,SEA,18,135.6
Kenny McIntosh,0.0,91.16,12.12,0.0,521.7,97.04,0.0,0.0,0.0,0.0,0.0,SEA,18,61.87400000000001
Kenny Pickett,240.13,52.92,0.0,1794.02,112.2,0.0,12.26,9.75,0.0,6.49,0.56,LVR,18,176.4208
Kenny Yeboah,0.0,0.0,25.5,0.0,0.0,40.98,0.0,0.0,2.08,0.0,0.0,DET,18,16.578
Keon Coleman,0.0,0.0,102.55,0.0,0.0,953.85,0.0,0.0,9.53,0.0,0.0,BUF,18,152.565
KhaDarel Hodge,0.0,0.0,43.67,0.0,0.0,126.82,0.0,0.0,0.0,0.0,0.0,ATL,18,12.682
Khalil Shakir,0.0,0.0,134.41,0.0,0.0,838.82,0.0,0.0,4.2,0.0,0.17,BUF,18,108.742
Kirk Cousins,542.31,25.61,0.0,4028.2200000000003,2.89,0.0,5.42,0.0,0.0,30.830000000000002,1.1700000000000002,ATL,18,119.0978
Kyle Juszczyk,0.0,5.78,31.02,0.0,20.47,241.47,0.0,0.0,3.55,0.0,0.1,SFO,18,47.294
Kyle Monangai,0.0,0.0,16.09,0.0,0.0,173.57,0.0,0.0,0.0,0.0,0.0,CHI,17,17.357
Kyle Pitts,0.0,0.0,83.43,0.0,0.0,505.11,0.0,0.0,3.23,0.0,0.0,ATL,18,69.891
Kyle Williams,0.0,0.0,17.55,0.0,0.0,209.91,0.0,0.0,0.0,0.0,0.0,NWE,17,20.991
Kylen Granson,0.0,0.0,46.82,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,PHI,18,31.1
Kyler Murray,589.32,86.28,0.0,3969.27,523.93,0.0,18.85,4.36,0.0,19.65,0.44000000000000006,ARI,18,272.54380000000003
Kyren Williams,0.0,361.92,32.67,0.0,1598.47,140.33,0.0,16.54,0.0,0.0,0.2,LAR,18,272.72
Ladd McConkey,0.0,0.0,138.74,0.0,0.0,1448.19,0.0,0.0,8.290000000000001,0.0,0.08,LAC,18,194.39900000000003
Lamar Jackson,435.67,118.34,0.0,4240.06,1047.98,0.0,46.16,8.36,0.0,3.72,0.54,BAL,18,500.68039999999996
LeQuint Allen,0.0,16.03,16.53,0.0,110.7,67.94,0.0,0.0,0.0,0.0,0.0,JAX,17,17.864
Lucas Krull,0.0,0.0,36.26,0.0,0.0,197.03,0.0,0.0,0.0,0.0,0.0,DEN,18,19.703000000000003
Luke Farrell,0.0,0.0,28.919999999999998,0.0,0.0,85.69,0.0,0.0,0.0,0.0,0.0,SFO,18,8.569
Luke McCaffrey,0.0,0.0,35.04,0.0,0.0,166.23,0.0,0.0,0.0,0.0,0.0,WAS,18,16.623
Luke Musgrave,0.0,0.0,15.76,0.0,0.0,44.04,0.0,0.0,0.0,0.0,0.0,GNB,18,4.404
Luke Schoonmaker,0.0,0.0,51.46,0.0,0.0,353.86,0.0,0.0,1.9100000000000001,0.0,0.0,DAL,18,46.846000000000004
Luther Burden,0.0,0.0,16.09,0.0,0.0,-47.33,0.0,0.0,0.0,0.0,0.0,CHI,17,-4.733
Mac Jones,543.73,64.53,0.0,3592.26,255.66,0.0,22.42,1.53,0.0,17.52,0.06,SFO,18,232.95640000000006
Mack Hollins,0.0,0.0,52.85,0.0,0.0,456.25,0.0,0.0,4.36,0.0,0.0,NWE,18,71.785
Malik Heath,0.0,0.0,20.64,0.0,0.0,106.76,0.0,0.0,17.73,0.0,0.0,GNB,18,117.056
Malik Nabers,0.0,2.18,197.24,0.0,4.88,1498.99,0.0,0.0,7.67,0.0,0.11,NYG,18,196.18699999999998
Malik Washington,0.0,9.73,70.86,0.0,21.96,411.55,0.0,0.76,0.0,0.0,0.1,MIA,18,47.711
Malik Willis,31.55,52.54,0.0,540.0799999999999,-37.46,0.0,0.0,0.0,0.0,0.0,0.0,GNB,18,17.8572
Mark Andrews,0.0,6.61,65.63,0.0,10.08,748.8,0.0,0.0,13.29,0.0,0.0,BAL,18,155.628
Marquez Valdes-Scantling,0.0,4.12,71.91,0.0,17.59,708.64,0.0,0.0,5.96,0.0,0.0,SFO,18,108.38300000000001
Marquise Brown,0.0,0.0,185.75,0.0,0.0,1150.26,0.0,0.0,0.0,0.0,0.0,KAN,18,115.02600000000001
Marvin Harrison Jr.,0.0,0.0,127.97,0.0,0.0,965.62,0.0,0.0,5.38,0.0,0.0,ARI,18,128.842
Marvin Mims,0.0,19.91,84.4,0.0,28.37,915.72,0.0,0.0,8.49,0.0,0.5800000000000001,DEN,18,144.189
Mason Rudolph,560.28,66.63,0.0,4122.65,239.03,0.0,27.99,0.0,0.0,32.7,0.45999999999999996,PIT,18,234.44899999999996
Mason Taylor,0.0,0.0,17.63,0.0,0.0,346.83,0.0,0.0,0.0,0.0,0.0,NYJ,17,34.683
Mason Tipton,0.0,0.0,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOR,18,0.0
Matthew Golden,0.0,0.0,29.69,0.0,0.0,240.67,0.0,0.0,0.0,0.0,0.0,GNB,17,24.067
Matthew Stafford,510.2,60.8,0.0,3791.88,101.08,0.0,19.68,0.0,0.0,4.78,0.36,LAR,18,230.22320000000002
Michael Burton,0.0,15.03,25.79,0.0,19.53,146.53,0.0,4.35,6.05,0.0,0.0,DEN,18,79.006
Michael Mayer,0.0,0.0,51.67,0.0,0.0,347.19,0.0,0.0,0.0,0.0,0.0,LVR,18,34.719
Michael Penix,576.28,66.94,0.0,3913.79,160.26,0.0,11.13,5.89,0.0,11.29,1.21,ATL,18,227.43760000000006
Michael Pittman Jr.,0.0,0.0,128.23,0.0,0.0,1101.72,0.0,0.0,6.26,0.0,0.14,IND,18,147.45200000000003
Michael Wilson,0.0,2.81,71.66,0.0,19.87,498.26,0.0,0.0,2.39,0.0,0.0,ARI,18,66.153
Mike Evans,0.0,0.0,159.97,0.0,0.0,1656.66,0.0,0.0,13.25,0.0,0.0,TAM,18,245.16600000000003
Mike Gesicki,0.0,0.0,92.67,0.0,0.0,683.31,0.0,0.0,0.8400000000000001,0.0,0.0,CIN,18,73.37100000000001
Miles Sanders,0.0,61.58,16.39,0.0,697.9300000000001,-49.31,0.0,0.0,0.0,0.0,0.7300000000000001,DAL,18,63.40200000000001
Mitchell Trubisky,15.48,45.63,0.0,688.36,-30.59,0.0,10.22,0.0,0.0,0.0,0.0,BUF,18,65.3554
Mo Alie-Cox,0.0,0.0,27.0,0.0,0.0,211.82999999999998,0.0,0.0,0.0,0.0,0.0,IND,18,21.183
Najee Harris,0.0,197.72,36.31,0.0,804.99,183.59,0.0,3.8200000000000003,0.0,0.0,0.0,LAC,18,121.778
Nate Adkins,0.0,0.0,21.87,0.0,0.0,231.94,0.0,0.0,4.97,0.0,0.0,DEN,18,53.014
Nick Chubb,0.0,201.09,17.3,0.0,783.75,54.68,0.0,3.48,2.41,0.0,0.13,HOU,18,118.92299999999999
Nick Mullens,6.99,20.16,0.0,100.81,-20.05,0.0,0.0,0.0,0.0,0.0,0.0,JAX,18,2.0273999999999996
Nick Westbrook-Ikhine,0.0,0.0,75.86,0.0,0.0,549.5,0.0,0.0,8.61,0.0,0.0,MIA,18,106.61
Nico Collins,0.0,0.0,120.7,0.0,0.0,880.52,0.0,0.0,6.42,0.0,0.0,HOU,18,126.572
Noah Brown,0.0,0.0,93.36,0.0,0.0,651.22,0.0,0.0,0.0,0.0,0.0,WAS,18,65.122
Noah Fant,0.0,0.0,96.66,0.0,0.0,576.34,0.0,0.0,3.31,0.0,0.0,CIN,18,77.494
Noah Gray,0.0,0.0,51.35,0.0,0.0,367.42,0.0,0.0,6.41,0.0,0.0,KAN,18,75.202
Olamide Zaccheaus,0.0,3.25,95.89,0.0,27.240000000000002,757.8,0.0,0.0,9.89,0.0,0.06,CHI,18,137.724
Ollie Gordon,0.0,34.980000000000004,17.19,0.0,73.93,-16.98,0.0,0.0,0.0,0.0,0.0,MIA,17,5.695
Omarion Hampton,0.0,259.58,32.08,0.0,848.45,209.11,0.0,0.0,0.0,0.0,0.0,LAC,17,105.75600000000001
Parker Washington,0.0,0.0,91.36999999999999,0.0,0.0,812.23,0.0,0.0,6.63,0.0,0.0,JAX,18,121.00300000000001
Pat Freiermuth,0.0,0.0,84.63,0.0,0.0,716.26,0.0,0.0,6.82,0.0,0.29,PIT,18,111.96600000000001
Patrick Mahomes,694.88,61.33,0.0,4510.9800000000005,476.88,0.0,26.86,7.0200000000000005,0.0,0.0,0.17,KAN,18,377.34720000000004
Patrick Ricard,0.0,0.0,18.75,0.0,0.0,87.42,0.0,0.0,4.61,0.0,0.0,BAL,18,36.402
Patrick Taylor,0.0,148.91,54.65,0.0,514.27,9.209999999999999,0.0,10.61,0.0,0.0,0.0,SFO,18,116.008
